hhid,mrt24mnth,mrtdod_m1,mrtdod_y1,mrtdod_m2,mrtdod_y2,toishr,enrgelec,refrem,empl,rent,grn,tinc,ownrad,ownhif,owntel,ownsat,ownvid,owncom,owncam,owncel,ownelestv,owngasstv,ownparstv,ownmic,ownfrg,ownwsh,ownvehpri,mrtage1,mrtage2,dwltyp,watsrc,watdis,toi,enrgck,enrght,enrglght,tinc_brac1,tinc_brac2,tinc_brac3,tinc_brac4,tinc_brac5,tinc_brac6,tellnd,prov,geo
500133,No,,,,,No,Yes,Yes,Yes,No,Yes,7000.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500134,No,,,,,No,Yes,Yes,Yes,No,No,3500.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
500135,No,,,,,No,Yes,Yes,Yes,No,No,16000.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
500137,No,,,,,No,Yes,Yes,Yes,No,No,37000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,5.0,1.0,,,,,,,1.0,7.0,3
500138,No,,,,,No,Yes,Yes,Yes,No,No,24000.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
500140,No,,,,,No,Yes,Yes,Yes,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,7.0,3
500141,No,,,,,Yes,No,No,No,No,Yes,1800.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,9.0,2.0,,6.0,5.0,5.0,7.0,,,,,,,3.0,5.0,1
500142,No,,,,,No,Yes,Yes,Yes,No,No,7500.0,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
500144,No,,,,,No,Yes,No,Yes,No,Yes,16200.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500146,No,,,,,No,Yes,Yes,Yes,No,No,12000.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,3
500147,No,,,,,Yes,Yes,Yes,Yes,No,No,3100.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,1.0,,2.0,1.0,4.0,1.0,,,,,,,3.0,2.0,2
500148,No,,,,,No,Yes,Yes,Yes,No,Yes,10800.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
500150,No,,,,,No,No,No,No,No,No,3900.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500151,No,,,,,No,Yes,Yes,Yes,No,No,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
500152,Yes,August,2016.0,July,2014.0,No,Yes,No,Yes,No,Yes,8200.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,54.0,59.0,1.0,3.0,,4.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
500153,No,,,,,No,Yes,No,Yes,No,Yes,2000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,3.0,1.0,4.0,1.0,5.0,1.0,,,,,,,3.0,2.0,2
500154,No,,,,,No,No,Yes,No,No,Yes,5000.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,3.0,5.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500155,No,,,,,No,Yes,No,No,No,Yes,4000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
500156,No,,,,,No,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,3.0,5.0,3
500157,No,,,,,No,No,No,No,No,Yes,3310.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,,2.0,,5.0,3.0,3.0,7.0,,,,,,,3.0,5.0,2
500158,No,,,,,No,Yes,No,Yes,No,Yes,5420.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,6.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500159,No,,,,,No,Yes,Yes,Yes,No,No,12000.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,2.0,1.0,3
500160,No,,,,,No,No,No,No,No,Yes,700.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,5.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500161,No,,,,,No,Yes,Yes,Yes,No,Yes,3000.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
500162,No,,,,,No,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,,,3.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
500164,Yes,,,,,No,Yes,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
500166,No,,,,,Yes,Yes,Yes,No,Yes,Yes,1150.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
500167,No,,,,,No,Yes,No,Yes,No,Yes,7000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500168,Yes,June,2017.0,,,No,Yes,No,No,No,No,1500.0,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500170,No,,,,,No,Yes,Yes,No,No,Yes,6700.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,2.0,7.0,3
500171,No,,,,,No,Yes,Yes,Yes,No,Yes,4500.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,11.0,1.0,,,,,,,3.0,2.0,2
500172,No,,,,,Yes,No,Yes,Yes,No,No,3000.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,3.0,1.0,5.0,4.0,11.0,7.0,,,,,,,3.0,7.0,1
500173,No,,,,,No,Yes,Yes,Yes,No,No,13500.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
500174,No,,,,,No,Yes,Yes,Yes,No,Yes,9000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,,1.0,1.0,,2.0,11.0,1.0,1.0,,,,,,,3.0,7.0,3
500175,Yes,February,2017.0,,,No,Yes,No,No,Yes,Yes,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,36.0,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500176,No,,,,,No,Yes,No,No,No,Yes,720.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500179,No,,,,,No,No,Yes,Yes,No,Yes,5000.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,7.0,3.0,1.0,1.0,3.0,11.0,7.0,,,,,,,3.0,1.0,3
500180,No,,,,,Yes,Yes,Yes,No,No,Yes,669.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
500181,No,,,,,No,Yes,Yes,No,No,Yes,360.0,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
500182,No,,,,,No,No,No,Yes,No,Yes,4000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,9.0,,5.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
500183,No,,,,,No,Yes,Yes,Yes,No,Yes,8000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500184,No,,,,,No,Yes,Yes,Yes,Yes,No,87424.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,5.0,1.0,,,,,,,1.0,1.0,3
500185,No,,,,,No,No,Yes,No,No,No,0.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500186,No,,,,,No,Yes,No,Yes,No,Yes,3100.0,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,5.0,1.0,,,,,,,3.0,3.0,2
500190,No,,,,,No,No,No,No,No,Yes,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,1.0,6.0,1.0,3.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
500192,No,,,,,Yes,Yes,Yes,Yes,No,No,2700.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,3.0,2.0,6.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
500193,No,,,,,No,Yes,Yes,Yes,No,Yes,2340.0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
500194,No,,,,,No,Yes,Yes,Yes,No,Yes,5000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
500195,No,,,,,No,No,Yes,Yes,No,No,3500.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
500197,No,,,,,Yes,Yes,No,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,6.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500198,No,,,,,No,Yes,Yes,Yes,No,Yes,16000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
500199,No,,,,,No,Yes,Yes,Yes,No,Yes,3000.0,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,5.0,3
500200,No,,,,,No,Yes,No,Yes,No,Yes,7970.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500201,No,,,,,No,Yes,No,Yes,No,Yes,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,2.0,,,,,,3.0,5.0,2
500203,Yes,August,2015.0,,,No,Yes,No,Yes,No,No,8000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,62.0,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500204,No,,,,,No,Yes,Yes,No,No,Yes,1850.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,,1.0,1.0,,1.0,6.0,6.0,1.0,,,,,,,3.0,7.0,3
500205,No,,,,,Yes,Yes,Yes,Yes,No,No,19000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
500207,Yes,December,2015.0,,,No,Yes,No,Yes,Yes,Yes,1780.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,64.0,,,3.0,1.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
500208,No,,,,,No,Yes,Yes,Yes,No,Yes,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,,3.0,7.0,3
500209,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,1.0,7.0,3
500210,No,,,,,No,Yes,Yes,Yes,Yes,Yes,7400.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,7.0,3
500211,No,,,,,No,Yes,No,No,No,Yes,2000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,3.0,6.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
500212,No,,,,,Yes,No,Yes,Yes,No,Yes,2220.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,3.0,2.0,5.0,4.0,5.0,,,,,,,,3.0,7.0,3
500213,No,,,,,No,Yes,No,Yes,No,Yes,1500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,2.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,8.0,3
500214,No,,,,,Yes,Yes,Yes,Yes,No,No,1800.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500215,No,,,,,No,Yes,No,Yes,No,Yes,3870.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,9.0,2.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
500216,No,,,,,No,Yes,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
500217,No,,,,,No,Yes,No,No,No,No,1500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500218,No,,,,,No,Yes,No,No,No,Yes,7200.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500219,Yes,January,2015.0,,,No,No,No,No,No,Yes,2940.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,58.0,,11.0,8.0,1.0,4.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
500220,No,,,,,Yes,Yes,No,Yes,No,No,10000.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,9.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
500221,No,,,,,No,Yes,No,Yes,No,Yes,6000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
500222,No,,,,,No,Yes,Yes,No,No,No,5000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
500223,No,,,,,Yes,Yes,Yes,Yes,No,No,4300.0,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500224,No,,,,,Yes,Yes,No,Yes,No,Yes,4360.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
500225,No,,,,,No,Yes,Yes,No,No,Yes,7000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
500226,No,,,,,,Yes,No,No,No,Yes,5000.0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,7.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
500227,No,,,,,No,Yes,No,No,No,Yes,4300.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,3.0,2
500228,No,,,,,No,Yes,No,Yes,No,Yes,1600.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,1.0,3.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
500229,No,,,,,No,No,No,Yes,No,Yes,1980.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,1.0,3.0,1.0,5.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
500231,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,8.0,1.0,5.0,1.0,11.0,1.0,,,,,,,3.0,2.0,2
500232,No,,,,,Yes,Yes,Yes,Yes,No,Yes,15000.0,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
500233,No,,,,,Yes,No,Yes,Yes,No,No,6500.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500234,No,,,,,Yes,Yes,Yes,Yes,No,No,2400.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,,,1.0,1.0,,1.0,3.0,3.0,1.0,,,,,,,3.0,1.0,1
500235,No,,,,,No,Yes,Yes,Yes,No,No,5600.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
500236,No,,,,,No,No,No,Yes,No,No,2200.0,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,7.0,2.0,,6.0,4.0,4.0,,,,,,,,3.0,7.0,3
500238,No,,,,,No,Yes,No,Yes,No,No,26000.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
500239,No,,,,,Yes,No,No,No,No,Yes,4200.0,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,,1.0,3.0,2.0,4.0,4.0,11.0,7.0,,,,,,,3.0,6.0,2
500243,No,,,,,Yes,Yes,Yes,Yes,No,No,5000.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500244,No,,,,,Yes,Yes,Yes,Yes,No,No,4500.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,,,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
500245,No,,,,,No,Yes,Yes,No,No,No,65000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,3.0,1.0,1
500246,Yes,December,2016.0,,,No,Yes,Yes,Yes,No,No,2500.0,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,34.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
500247,No,,,,,No,Yes,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
500248,No,,,,,Yes,No,No,Yes,No,No,2000.0,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,,,7.0,2.0,,5.0,4.0,4.0,7.0,,,,,,,3.0,7.0,3
500250,No,,,,,No,No,No,No,No,Yes,4000.0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,,1.0,3.0,2.0,4.0,11.0,11.0,11.0,,,,,,,3.0,5.0,2
500251,No,,,,,No,Yes,No,Yes,No,No,6000.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,3.0,5.0,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
500253,No,,,,,No,Yes,No,Yes,No,No,1500.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,1.0,7.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
500254,No,,,,,No,Yes,Yes,No,No,Yes,2500.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
500255,No,,,,,No,Yes,Yes,Yes,No,No,15000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
500261,No,,,,,No,Yes,Yes,No,No,No,4500.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
500262,No,,,,,No,Yes,No,Yes,No,Yes,2200.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,7.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
500263,No,,,,,No,No,No,No,No,Yes,2140.0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,8.0,1.0,5.0,,5.0,,,,,,,,3.0,2.0,2
500264,No,,,,,No,Yes,Yes,Yes,No,Yes,9380.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,1.0,1
500265,No,,,,,No,Yes,No,No,No,No,0.0,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,3.0,2.0,5.0,5.0,11.0,1.0,,,,,,,3.0,9.0,2
500266,No,,,,,Yes,Yes,Yes,No,No,Yes,1800.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,1
500268,Yes,June,2017.0,,,No,Yes,No,No,No,Yes,,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,90.0,,1.0,2.0,,5.0,1.0,1.0,1.0,3.0,2.0,,,,,3.0,5.0,2
500270,No,,,,,Yes,Yes,Yes,No,No,Yes,730.0,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,2.0,,4.0,1.0,11.0,1.0,,,,,,,3.0,6.0,2
500272,No,,,,,No,Yes,No,No,No,Yes,6000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,9.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
500273,No,,,,,No,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,2.0,3
500274,No,,,,,No,Yes,Yes,No,Yes,Yes,2200.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,2.0,,2.0,4.0,1.0,1.0,,,,,,,3.0,6.0,3
500275,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,,,1.0,2.0,,1.0,3.0,1.0,1.0,,,,,,,2.0,3.0,3
500276,No,,,,,No,Yes,No,Yes,No,No,8000.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,1
500279,No,,,,,No,Yes,Yes,Yes,No,Yes,2600.0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,,9.0,2.0,,6.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
500280,No,,,,,Yes,Yes,Yes,No,No,No,5000.0,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
500281,No,,,,,No,Yes,Yes,Yes,Yes,No,6600.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,4.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
