hhid,mrt24mnth,mrtdod_m1,mrtdod_y1,mrtdod_m2,mrtdod_y2,toishr,enrgelec,refrem,empl,rent,grn,tinc,ownrad,ownhif,owntel,ownsat,ownvid,owncom,owncam,owncel,ownelestv,owngasstv,ownparstv,ownmic,ownfrg,ownwsh,ownvehpri,mrtage1,mrtage2,dwltyp,watsrc,watdis,toi,enrgck,enrght,enrglght,tinc_brac1,tinc_brac2,tinc_brac3,tinc_brac4,tinc_brac5,tinc_brac6,tellnd,prov,geo
510431,No,,,,,No,Yes,Yes,Yes,No,No,800.0,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,,2.0,,2.0,1.0,4.0,1.0,,,,,,,3.0,2.0,3
510433,No,,,,,No,No,Yes,Yes,No,No,2500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
510435,No,,,,,No,Yes,Yes,Yes,No,Yes,2700.0,No,No,No,No,No,No,No,Yes,Yes,No,No,,No,No,No,,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510438,No,,,,,,No,No,Yes,No,No,2700.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,12.0,5.0,7.0,4.0,4.0,7.0,,,,,,,3.0,9.0,2
510439,No,,,,,No,Yes,Yes,No,No,No,600.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,,,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510440,No,,,,,No,Yes,Yes,Yes,Yes,Yes,12200.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,5.0,1.0,,,,,,,1.0,1.0,3
510441,Yes,November,2016.0,,,No,Yes,No,Yes,No,Yes,8000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,3.0,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510442,No,,,,,No,Yes,No,No,No,Yes,1860.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,6.0,1.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
510443,No,,,,,Yes,Yes,Yes,Yes,No,No,2500.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510444,No,,,,,Yes,Yes,No,No,No,Yes,1000.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,9.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510445,No,,,,,No,No,No,No,No,No,2000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,3.0,2.0,4.0,4.0,5.0,4.0,,,,,,,3.0,2.0,2
510446,No,,,,,Yes,Yes,Yes,No,No,No,0.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510448,No,,,,,No,Yes,Yes,No,No,No,22000.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,,1.0,7.0,3
510451,No,,,,,No,Yes,Yes,No,No,Yes,3000.0,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
510452,No,,,,,Yes,No,Yes,Yes,No,Yes,15000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510453,No,,,,,No,Yes,Yes,Yes,No,No,2500.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510454,No,,,,,No,Yes,Yes,Yes,No,Yes,4000.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510455,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,3.0,7.0,3
510457,No,,,,,No,Yes,Yes,No,No,Yes,,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,3.0,3.0,3
510458,No,,,,,No,Yes,No,No,No,Yes,0.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,,,6.0,1.0,,4.0,1.0,11.0,1.0,,,,,,,3.0,9.0,2
510459,No,,,,,No,Yes,Yes,Yes,No,No,38000.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510460,No,,,,,Yes,Yes,No,Yes,No,Yes,3260.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,,,9.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,1
510461,No,,,,,Yes,Yes,No,Yes,No,Yes,2200.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510463,Yes,December,2016.0,,,No,Yes,Yes,Yes,No,No,13500.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,88.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,2
510465,No,,,,,No,Yes,Yes,Yes,No,No,10000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510466,No,,,,,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,3.0,3.0,7.0,3
510468,No,,,,,Yes,No,Yes,Yes,No,Yes,3150.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510469,No,,,,,No,Yes,Yes,Yes,No,No,2500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,2.0,3
510472,No,,,,,No,Yes,No,Yes,No,Yes,7600.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,3.0,1.0,4.0,5.0,1.0,1.0,,,,,,,3.0,9.0,2
510473,No,,,,,No,Yes,No,No,No,No,360.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,9.0,1.0,6.0,1.0,1.0,1.0,,,,,,,3.0,4.0,2
510474,No,,,,,No,Yes,Yes,Yes,No,No,36000.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,3.0,2.0,3
510475,No,,,,,Yes,Yes,Yes,Yes,No,No,3000.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,3.0,1.0,6.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
510476,No,,,,,No,Yes,Yes,Yes,No,No,10798.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510477,No,,,,,Yes,Yes,No,Yes,No,Yes,3100.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,1.0,11.0,11.0,1.0,,,,,,,3.0,1.0,3
510478,Yes,,2016.0,,,No,Yes,No,No,No,Yes,1440.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
510479,No,,,,,No,Yes,No,Yes,No,Yes,6000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,12.0,2.0,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510480,No,,,,,No,Yes,No,No,No,Yes,4770.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,,9.0,1.0,5.0,1.0,5.0,1.0,,,,,,,3.0,2.0,2
510481,No,,,,,No,Yes,Yes,No,Yes,Yes,2200.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510482,No,,,,,No,Yes,Yes,Yes,No,No,29000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
510483,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
510486,No,,,,,No,Yes,Yes,No,No,Yes,2300.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510487,No,,,,,No,Yes,No,No,No,Yes,1600.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,5.0,1.0,1.0,,,,,,,3.0,9.0,2
510489,No,,,,,No,Yes,No,No,No,Yes,2440.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510491,No,,,,,No,Yes,No,Yes,No,No,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510493,No,,,,,Yes,Yes,Yes,Yes,No,No,2500.0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,7.0,12.0,1.0,2.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510494,No,,,,,No,Yes,Yes,No,No,Yes,0.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
510495,No,,,,,Yes,Yes,No,Yes,No,Yes,3500.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,1
510496,No,,,,,No,Yes,Yes,No,No,Yes,6000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,11.0,1.0,,,,,,,3.0,2.0,3
510497,No,,,,,No,Yes,Yes,Yes,Yes,No,20000.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510498,No,,,,,No,Yes,Yes,Yes,No,Yes,2800.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510500,No,,,,,No,Yes,No,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,1.0,3.0,5.0,5.0,1.0,2.0,,,,,,3.0,9.0,2
510502,No,,,,,No,No,No,No,No,Yes,1500.0,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,1.0,6.0,5.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
510503,No,,,,,No,Yes,No,No,No,No,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,8.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510504,No,,,,,No,Yes,Yes,No,No,Yes,2500.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
510505,No,,,,,No,Yes,No,Yes,No,Yes,2000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
510506,No,,,,,,No,No,No,No,Yes,1380.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,2.0,,7.0,5.0,5.0,7.0,,,,,,,3.0,5.0,1
510508,No,,,,,Yes,Yes,Yes,No,Yes,No,2500.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,3.0,1.0,3
510509,No,,,,,Yes,Yes,Yes,No,No,No,1000.0,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
510510,No,,,,,Yes,Yes,Yes,Yes,No,No,5500.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,9.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,3.0,1
510511,No,,,,,No,Yes,No,No,No,Yes,2230.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,9.0,2
510512,No,,,,,No,Yes,Yes,Yes,No,No,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510513,No,,,,,No,Yes,Yes,Yes,No,No,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,,Yes,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510517,No,,,,,No,Yes,No,No,No,Yes,1550.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,3.0,8.0,2.0,5.0,5.0,5.0,1.0,,,,,,,3.0,2.0,2
510518,No,,,,,Yes,Yes,Yes,No,No,No,1000.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510519,No,,,,,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,3.0,7.0,3
510520,No,,,,,Yes,Yes,Yes,Yes,No,No,70000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510521,No,,,,,No,Yes,Yes,Yes,No,No,15500.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,11.0,1.0,,,,,,,3.0,1.0,3
510522,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,1.0,8.0,,4.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
510523,No,,,,,No,Yes,Yes,Yes,No,No,19000.0,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
510524,No,,,,,Yes,Yes,Yes,Yes,No,No,3000.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,3.0,2.0,6.0,1.0,4.0,1.0,,,,,,,3.0,1.0,3
510525,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510527,No,,,,,No,Yes,Yes,No,No,Yes,2000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510528,No,,,,,Yes,Yes,Yes,Yes,No,Yes,1500.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,,7.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,3.0,7.0,3
510529,No,,,,,Yes,Yes,Yes,Yes,No,No,7000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510531,No,,,,,No,Yes,No,No,No,Yes,1900.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,3.0,2
510532,No,,,,,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,1.0,,2.0,1.0,2.0,1.0,3.0,3.0,,2.0,,,3.0,7.0,3
510533,No,,,,,No,Yes,Yes,Yes,No,No,5200.0,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,3.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
510534,No,,,,,No,Yes,Yes,No,No,No,500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,11.0,11.0,,,,,,,3.0,1.0,3
510536,No,,,,,Yes,Yes,Yes,No,No,Yes,2500.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
510537,No,,,,,No,Yes,Yes,Yes,Yes,No,18000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,3.0,1.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
510539,No,,,,,No,Yes,No,Yes,No,Yes,6180.0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,3.0,2.0,3.0,5.0,4.0,1.0,,,,,,,3.0,5.0,2
510541,Yes,August,2016.0,,,No,Yes,No,No,No,Yes,1600.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.0,,6.0,3.0,2.0,5.0,1.0,11.0,1.0,,,,,,,3.0,9.0,2
510543,No,,,,,No,Yes,Yes,Yes,No,Yes,8000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510544,No,,,,,No,Yes,No,Yes,No,No,1000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,3.0,5.0,5.0,1.0,5.0,1.0,,,,,,,3.0,9.0,2
510545,No,,,,,Yes,Yes,Yes,Yes,No,No,7200.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510546,No,,,,,No,Yes,No,No,No,Yes,4000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510548,No,,,,,Yes,Yes,No,Yes,No,No,12000.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,6.0,1.0,,,,,,,3.0,2.0,1
510549,No,,,,,Yes,Yes,Yes,Yes,No,No,12700.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,2.0,5.0,3
510550,Yes,June,2015.0,,,No,Yes,No,No,No,Yes,3120.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,29.0,,1.0,3.0,1.0,4.0,5.0,5.0,1.0,,,,,,,3.0,2.0,2
510552,No,,,,,No,Yes,No,Yes,No,Yes,2300.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,7.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
510553,No,,,,,Yes,Yes,Yes,Yes,No,No,11500.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,9.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510554,No,,,,,No,Yes,Yes,Yes,No,Yes,8000.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510555,No,,,,,No,No,No,No,No,No,3000.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,7.0,,5.0,3.0,11.0,7.0,,,,,,,3.0,4.0,2
510556,No,,,,,Yes,Yes,Yes,Yes,No,No,6400.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,3
510557,No,,,,,No,Yes,Yes,No,Yes,No,10000.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510560,No,,,,,No,No,Yes,No,No,Yes,2000.0,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,3.0,1.0,3.0,4.0,6.0,7.0,,,,,,,3.0,7.0,3
510564,No,,,,,Yes,Yes,Yes,Yes,Yes,No,6000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
510565,No,,,,,No,Yes,Yes,No,No,No,5000.0,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510566,No,,,,,No,Yes,Yes,No,No,Yes,6500.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
510567,No,,,,,No,Yes,Yes,No,No,Yes,350.0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
510568,No,,,,,Yes,Yes,No,No,No,Yes,700.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,3.0,6.0,4.0,1.0,11.0,1.0,,,,,,,3.0,6.0,2
510569,No,,,,,No,Yes,Yes,Yes,No,No,50000.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,8.0,3
510570,No,,,,,No,Yes,No,No,No,Yes,1000.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,1.0,11.0,1.0,,,,,,,3.0,2.0,2
510571,No,,,,,No,Yes,Yes,No,No,Yes,9050.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
510572,No,,,,,No,Yes,Yes,No,No,Yes,14000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,5.0,3
510573,No,,,,,Yes,Yes,Yes,No,No,Yes,7000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,,,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,8.0,1
510574,No,,,,,No,Yes,No,No,No,Yes,1400.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
510575,No,,,,,Yes,Yes,No,No,No,Yes,1500.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,1.0,6.0,2.0,4.0,5.0,5.0,7.0,,,,,,,3.0,6.0,2
510576,No,,,,,No,Yes,Yes,Yes,No,Yes,3200.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,6.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
510577,No,,,,,No,Yes,Yes,No,No,Yes,7000.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
510578,No,,,,,No,Yes,Yes,Yes,No,Yes,8500.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,3.0,1.0,4.0,1.0,,,,,,,3.0,3.0,3
510579,No,,,,,No,Yes,Yes,No,No,No,,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
510580,No,,,,,Yes,No,No,No,No,Yes,1500.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,3.0,1.0,5.0,4.0,6.0,4.0,,,,,,,3.0,7.0,3
510581,No,,,,,No,Yes,Yes,No,No,No,4500.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
